name,thash,impl,keygen,sign,verify,signature,pk,sk
sphincs+c-shake-128f,simple,ref,12176424,190888776,8025156,14904,32,64
sphincs+c-shake-192f,simple,ref,18424080,302428044,11832012,33016,48,96
sphincs+c-shake-256f,simple,ref,35305776,535579992,11917332,46884,64,128
sphincs+c-shake-128s,simple,ref,228771360,3039004656,18774648,6304,32,64
sphincs+c-shake-192s,simple,ref,336495096,5298308784,27081972,13776,48,96
sphincs+c-shake-256s,simple,ref,259030332,5042880432,21389112,26096,64,128
